season,episode_number,episode_name,air_date,overview,runtime,guest_stars,crew,cast,image
12,17,I Wear the Face,2016-04-07,"Meredith goes on an ambulance ride with Owen and Nathan to pick up a heart for a transplant patient. Musician &amp; MS patient Kyle Diaz is admitted to Grey Sloan Memorial with a tremor in his hand, and the residents apply for the Preminger Grant. Meanwhile, Catherine continues to insert herself into Jackson and April’s business against Richard’s wishes.",43,,"Chandra Wilson (Director), Karin Gist (Writer)",,/aNvABHNLspIQtbIWQy7iZZXXAON.jpg
12,18,"There’s a Fine, Fine Line",2016-04-14,"After a missing child forces the hospital into lockdown, Ben decides to operate on a pregnant mother without the proper surgical equipment. Miranda, as Chief, is faced with the repercussions of  the event and whether or not Ben's impulsive actions were justified.",43,,"Jeannot Szwarc (Director), Jen Klein (Writer)",,/iuihCDhS1syReQTP3Au1wijuixW.jpg
12,19,"It’s Alright, Ma (I’m Only Bleeding)",2016-04-14,"Miranda continues to deal with the aftermath of Ben's reckless decision and forms an advisory committee to recommend proper disciplinary action against him. Meanwhile, April and Jackson try to put their differences aside for the sake of their baby, and Arizona makes a decision that could affect her relationship with Callie forever.",43,Vanessa Bell Calloway,"Austin Guzman (Writer), Chris Hayden (Director)",,/90qwrjig8YpILYWFZkptcsprvRh.jpg
12,20,Trigger Happy,2016-04-21,"The doctors work frantically to save a young boy who was accidentally shot. Meanwhile, Arizona is upset when Callie tries to make an important decision about Sofia’s future without consulting her",43,"Nina Rausch, Brianne Tju, David Fierro","Zoanne Clack (Writer), Zetna Fuentes (Director)",,/A6g7QoG7LUEffx5j7BM6ZnL7n2d.jpg
12,21,You're Gonna Need Someone on Your Side,2016-04-28,"Stephanie’s relationship with Kyle becomes complicated. Meanwhile, Meredith encourages Amelia and Owen to take a chance and choose to be a real couple. Arizona and Callie are at odds and put their friends in the middle of an uncomfortable situation.",43,,"Lauren Barnett (Writer), Debbie Allen (Director)",,/83VmhsLHH7JVSedrWMBFYjt8dWF.jpg
12,22,Mama Tried,2016-05-05,"Callie and Arizona are at odds over Sofia’s future, and Stephanie questions the status of her relationship with Kyle. Meanwhile, Alex and April work on a pregnant teen that is readmitted to Grey Sloan Memorial.",43,,"Kevin McKidd (Director), Tia Napolitano (Writer)",,/iTxUycvSSD9EmweYOdsxVlMlnQ9.jpg
12,23,At Last,2016-05-12,Owen and Amelia take their relationship to the next level; Alex gains some clarity on his future with Jo; and Callie and Arizona continue to struggle with the current custody arrangement.,43,,"Rob Corn (Director), Stacy McKee (Writer)",,/2M2MNFhPDH3C9DFAzxeLTlAM18O.jpg
12,24,Family Affair,2016-05-19,"Meredith and Maggie support Amelia on an important day; Jo reveals that she has been keeping secrets from Alex while Arizona and Callie deal with the impact of their custody arrangement. Meanwhile, Ben leaps into action to help a friend.",43,,"Debbie Allen (Director), William Harper (Writer)",,/bLZ5u888StQ2Qw4oYxiROd0IXRn.jpg
13,1,Undo,2016-09-22,"When one of Grey Sloan’s own lands in the hospital, Bailey tries to figure out what happened while the rest of the doctors jump in to help. Meredith juggles huge secrets that affect her relationships with Alex and Maggie. While Richard helps Jo with a big decision, April and Catherine clash over the new baby.",43,,"Debbie Allen (Director), William Harper (Writer)",,/gh36uu2ezosFYERjSprTu9zX7Cn.jpg
13,2,Catastrophe and the Cure,2016-09-29,"Meredith considers her loyalties, as Alex deals with the repercussions of his actions. Newlyweds Amelia and Owen host a dinner party with unlikely guests, and Jackson proposes an arrangement to help April through her recovery.",43,Kimberly Quinn,"Kevin McKidd (Director), Karin Gist (Writer)",,/cuWHJHFB1cnXlwEKZGGBrNDgyWd.jpg
13,3,I Ain't No Miracle Worker,2016-10-06,"A car crash at a funeral brings a bickering family into the hospital. Back from New York, Arizona ends up caught between Alex and Andrew. While Ben takes on a new parenting role, Amelia helps Meredith and Maggie through a problem.",43,,"Rob Corn (Director), Andy Reaser (Writer)",,/nY4ran0yzjj9bvyf7Bh87ob0LGo.jpg
13,4,Falling Slowly,2016-10-13,"Alex tries to do the right thing but still cant catch a break. Jackson and April adjust to their “new normal” with the baby. While Meredith and Nathan establish what’s going on between them, Amelia questions the state of her relationship with Owen.",43,Taylour Paige,"Jen Klein (Writer), Victoria Mahoney (Director)",,/33YfW54w7gpYnm8jHvu6IkJTN4A.jpg
13,5,Both Sides Now,2016-10-20,"Meredith and Bailey are at odds when both of their patients need a liver transplant, Owen seeks help from the other doctors when he is charged with babysitting baby Harriet for the day, and Amelia struggles with telling Owen some important news.",43,,"Chandra Wilson (Director), Mark Driscoll (Writer)",,/9XCFcwNPUvzQagI9BtePbFLvc5R.jpg
13,6,Roar,2016-10-27,"A familiar face returns to Grey Sloan, throwing many of the doctors for a loop. With Catherine putting on the pressure, Bailey has to make a decision about Alex while a tough ER case makes Amelia’s bad day even worse.",43,,"Elizabeth J.B. Klaviter (Writer), Nicole Rubio (Director)",,/9gMn0iFRw1LyOyvS5iOZxLp99E9.jpg
13,7,Why Try to Change Me Now,2016-11-03,"The arrival of a new consultant puts all of the doctors on edge, especially once she starts stepping on toes in the OR. Amelia and Owen bring their personal problems into the hospital, while April explores some uncharted territory.",43,,"Jeannot Szwarc (Director), Austin Guzman (Writer)",,/dDqRJ0PYGfM9P5R3JSxL4zQ5PaB.jpg
13,8,The Room Where It Happens,2016-11-10,"A difficult surgery brings back pivotal memories for Meredith, Richard, Owen and Stephanie, as they work together to save a life.",43,,"Meg Marinis (Writer), Debbie Allen (Director)",,/5gAzAwLNfnVqe50ywlzhuI5ybdC.jpg
13,9,You Haven't Done Nothin',2016-11-17,"Believing he is going to jail tomorrow, Alex makes a big decision about his future. While the hospital is overrun with victims of a building collapse, Richard demands answers from Bailey about Eliza’s presence at Grey Sloan.",43,"Sage Kirkpatrick, Ruby Jay","Rob Corn (Director), Karin Gist (Writer)",,/yFOvBKHzXWbgt70b0V2j2nAKmtw.jpg
13,10,You Can Look (But You'd Better Not Touch),2017-01-26,"Bailey, Arizona and Jo go to a maximum security women’s prison to treat a violent, 16-year-old pregnant girl and her unborn baby.",43,"Jasmin Savoy Brown, Klea Scott, Anna Jacoby-Heron, Karen Y. McClain","Tia Napolitano (Writer), Jann Turner (Director)",,/v2CNmaloYFjzTme6fS3vI6GysIn.jpg
13,11,Jukebox Hero,2017-02-02,"Richard and the attendings set out to make Eliza’s first day at Grey Sloan a bumpy one. Meanwhile, Meredith tries to track down Alex.",43,,"Zoanne Clack (Writer), Kevin Rodney Sullivan (Director)",,/4sF6YkS02kIv440qmhhxGh8mVcY.jpg
13,12,None of Your Business,2017-02-09,"Maggie gets a surprise visit from her mother at the hospital. Bailey has to make a difficult decision when one of the attendings refuses to work with Eliza, and Stephanie gets caught up in Owen and Amelia’s personal drama.",43,,"Geary McLeod (Director), Andy Reaser (Writer)",,/5GX0DJhmGihaeIIdQ7giEMZgyzO.jpg
13,13,It Only Gets Much Worse,2017-02-16,"The residents are excited for Eliza’s next phase of teaching, but they spend the day caught between the warring attendings. Meanwhile, April has a challenging first day in her new role at the hospital.",43,,"Jeannot Szwarc (Director), Lauren Barnett (Writer)",,/ceUcxwbD0wA9DohADyR2iMhTdMY.jpg
13,14,Back Where You Belong,2017-02-23,"Alex returns to the hospital and discovers a lot has changed since he left. Meanwhile, Jo has to make a difficult decision on a case, and Arizona tries to distance herself from Eliza.",43,"Brenda Bakke, Robbie Kay","Jen Klein (Writer), Oliver Bokelberg (Director)",,/9FGiH3ZMXDlsg8Evp6yLsXmKl2h.jpg
13,15,Civil War,2017-03-09,"Richard, Jackson, April and Catherine tackle a grueling trauma case intensified by hospital politics. Amelia finally faces her feelings about Owen, and Meredith gets caught between Nathan and Alex over a patient.",43,,"Elizabeth J.B. Klaviter (Writer), Nicole Rubio (Director)",,/3nqvjYWw7HgnYcHQGDjYcZgZqpN.jpg
13,16,Who Is He (And What Is He To You)?,2017-03-16,"Jackson and April travel to Montana in order to perform a complicated surgery on a young patient, but Jackson’s mind is elsewhere, and April is forced to step up and get him back on track.",43,Skye P. Marshall,"Kevin McKidd (Director), Elisabeth R. Finch (Writer)",,/fUnSvpoUPi0XsFzBoN51Yb3vwmQ.jpg
13,17,'Til I Hear It from You,2017-03-23,"Diane Pierce returns to Grey Sloan, but Maggie is still in the dark as to why she’s really there. Owen and Amelia hash out their problems as they work a trauma case together, and Bailey tries to mend her relationship with Richard.",43,"Hal Holbrook, June Squibb","Kevin McKidd (Director), Austin Guzman (Writer)",,/6l7rwV9WhKAN11rbTnYEIsEtM8a.jpg
13,18,"Be Still, My Soul",2017-03-30,"When Maggie’s mom’s health deteriorates, the doctors are at odds over how to treat her. Meanwhile, Richard comes to grips with Bailey’s betrayal over the Residency Program.",43,,"Meg Marinis (Writer), Ellen Pompeo (Director)",,/xcNHUKdRFm3B1uxtPRpGXu7CJRL.jpg
13,19,What's Inside,2017-04-06,"When Maggie takes on a big case, many of the doctors are worried she’s not the right one for the job while Stephanie makes a mistake treating one of Grey Sloan’s own.",43,,"Tia Napolitano (Writer), Nzingha Stewart (Director)",,/u4P2FmPolHuZBqfh2aIYg32wzFu.jpg
13,20,In the Air Tonight,2017-04-13,Meredith and Nathan have to confront their feelings when they are are stuck sitting next to each other on a plane.,43,,"Chandra Wilson (Director), Stacy McKee (Writer)",,/8aKoCkbWHmMfxKRVcxI9ZYSKgpN.jpg
13,21,Don't Stop Me Now,2017-04-27,Bailey and April work to fix things between Richard and Catherine; Eliza continues to pursue Arizona; one of Alex's previous patients returns to Grey Sloan.,43,,"Andy Reaser (Writer), Louis Venosta (Director)",,/xplHzWr8XloGZNBerePO1tQmeFb.jpg
13,22,Leave It Inside,2017-05-04,"April and Andrew consult with a fiery patient who has a giant, inoperable heart tumor. Meanwhile, Alex and Eliza are at odds over the treatment of a young patient, and Stephanie and Ben make decisions that could affect their careers.",43,Hudson West,"Elisabeth R. Finch (Writer), Zetna Fuentes (Director)",,/otiwaJ1zqM4iDamtvtaH59VGOIf.jpg
13,23,True Colors,2017-05-11,"The doctors of Grey Sloan encounter a difficult case involving a dangerous patient. Meanwhile, Owen receives life-changing news that pushes Amelia to step up to support him, and Alex attends a medical conference after making a shocking discovery.",43,Peyton McDavitt,"Kevin McKidd (Director), William Harper (Writer)",,/eCR8WOl8Nbb2If2Bw0KoGFJ5bMK.jpg
13,24,Ring of Fire,2017-05-18,The doctors’ lives are at risk after a dangerous patient escapes the hospital room. Alex must make a hard choice in his relationship with Jo while Meredith has some big news for Nathan that brings things to a turning point.,43,Peyton McDavitt,"Debbie Allen (Director), Stacy McKee (Writer)",,/nN5Q6kVkGdjckG0Yn6xcrTgxoE7.jpg
14,1,Break Down the House,2017-09-28,"Meredith and the team are focused on helping Owen’s sister after her shocking return, and Amelia faces a conflict over a patient. Meanwhile, Bailey is forced to give Grey Sloan a facelift after the fire, and the doctors are introduced to a few new faces that spice things up around the hospital.",43,Stefania Spampinato,"Krista Vernoff (Writer), Debbie Allen (Director)",,/kMWo4dALRhLBOX3HvUUNmFysAGi.jpg
14,2,Get Off on the Pain,2017-09-28,"Meredith struggles to come up with a new plan for Owen’s sister. Jo makes a surprising choice regarding Alex, and Andrew’s sister’s controversial research leads to a shocking discovery.",43,Stefania Spampinato,"Krista Vernoff (Writer), Kevin McKidd (Director)",,/w4zeUHiFrQqyYnkcqBhbSJTEPbV.jpg
14,3,Go Big or Go Home,2017-10-05,"Harper Avery arrives at Grey Sloan, putting Bailey on edge. A familiar face from Meredith’s past returns as a patient, and Amelia tries to manage a secret.",43,Stefania Spampinato,"Chandra Wilson (Director), Meg Marinis (Writer)",,/neck8EklN4Pa3CQiguTHoWkTStt.jpg
14,4,Ain't That a Kick in the Head,2017-10-12,"Amelia confronts a difficult situation, while Meredith deals with the fallout from her conversation with Nathan. Maggie finds herself at an awkward family dinner, Jackson receives big news, and Richard and Bailey search for the stars of tomorrow.",43,"Stefania Spampinato, Nina Gosiengfiao, Sophia Ali","Geary McLeod (Director), Marlana Hope (Writer)",,/3miKk3eStsqxpJb9uZpaNGzrBk9.jpg
14,5,Danger Zone,2017-10-26,"In a flashback to Iraq in 2007, the events leading up to Megan’s kidnapping are revealed. In present day, Owen and Megan hash out old wounds.",43,Caleb Foote,"Cecilie A. Mosli (Director), Jalysa Conway (Writer)",,/lipN4PpnBzTBCLB431B0FlFYgf0.jpg
14,6,"Come on Down to My Boat, Baby",2017-11-02,"Jackson decides he needs some time off and invites the guys to join him on a day out at sea. Meanwhile, Arizona, April and Maggie treat a woman who’s hiding a deadly secret.",43,"Stefania Spampinato, Chelsea Alden, Sophia Ali","Kiley Donovan (Writer), Lisa Leone (Director)",,/eoy7W6HhNsoFxmKQIVrnpR1j6xw.jpg
14,7,"Who Lives, Who Dies, Who Tells Your Story",2017-11-09,"After a roller coaster car falls off the track at the county fair, the doctors at Grey Sloan tend to patients who spark memories about ghosts from their past. The series 300th episode!",43,"Stefania Spampinato, Sophia Ali","Krista Vernoff (Writer), Debbie Allen (Director)",,/bMGrSs817kJK7xToQUt9dNVDGDE.jpg
14,8,Out of Nowhere,2017-11-16,"A hacker compromises the hospital’s computer system, causing monitors, phones, labs and patient files to all go down. As technology fails them, Bailey attempts to keep the peace but chaos erupts and the doctors are forced to get creative in their methods to treat the patients.",43,"Stefania Spampinato, China Shavers, Alexandre Chen, Sophia Ali, Micah Abbey","Kevin McKidd (Director), William Harper (Writer)",,/baSmX45sNOeVF8H9xvZPEbZZJ3s.jpg
14,9,1-800-799-7233,2018-01-18,"Jo finally faces her estranged, abusive husband Paul Stadler, while Grey Sloan continues to work with the FBI after a hacker has compromised the hospital’s computer system.",43,"Stefania Spampinato, China Shavers, Bethany Joy Lenz, Micah Abbey","Bill D'Elia (Director), Andy Reaser (Writer)",,/qjatXzVKV0NBNt2MBOQ0QTlnmV3.jpg
